bookId	IVchapterId	IVverseId	IVverseText	KJVchapterId	KJVverseId	KJVverseText
1	1	19	And <b>I,</b> God, made two great lights: the greater light to rule the day and the lesser light to rule the night; <b>and the greater light was the sun, and the lesser light was the moon.</b> 1:20 <b>And</b> the stars also <b>were</b> made, <b>even according to my word;</b>	1	16	And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: <b>he</b> made the stars also.
1	null	null	and <b>I,</b> God, set them in the firmament of the heaven to give light upon the earth--	1	17	And God set them in the firmament of the heaven to give light upon the earth,
1	1	21	and <b>the sun</b> to rule over the day, and <b>the moon to rule</b> over the night, and to divide the light from the darkness. 1:21 And <b>I</b>, God, saw that <b>all things which I had made were</b> good.	1	18	And to rule over the day and over the night, and to divide the light from the darkness: and God saw that <b>it was</b> good.
1	null	null	And the evening and the morning were the fourth day.	1	19	And the evening and the morning were the fourth day.
1	1	22	And <b>I</b>, God, said, Let the waters bring forth abundantly, the moving creature that hath life, and fowl <b>which</b> may fly above the earth in the open firmament of heaven.	1	20	And God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl <b>that</b> may fly above the earth in the open firmament of heaven.
1	1	23	And <b>I</b>, God, created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind. 1:24 And <b>I,</b> God, saw that <b>all things which I had created were</b> good;	1	21	And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that <b>it was</b> good.
1	null	null	and <b>I</b>, God, blessed them, saying, Be fruitful, and multiply, and fill the waters in the sea, and let fowl multiply in the earth.	1	22	And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.
1	null	null	And the evening and the morning were the fifth day.	1	23	And the evening and the morning were the fifth day.
1	1	25	And <b>I</b>, God, said, Let the earth bring forth the living creature after his kind: and<b> God saw that </b>it was<b> good.</b>	1	24	And God said, Let the earth bring forth the living creature after his kind, <b>cattle, and creeping thing, and beast of the earth after his kind</b>: and it was<b> so.</b>
1	1	26	And <b>I,</b> God, made the <b>beasts</b> of the earth after their kind, and cattle after their kind, and <b>everything </b><b>which</b> creepeth upon the earth after his kind. And <b>I</b>, God, saw that <b>all these things were</b> good.	1	25	And God made the <b>beast</b> of the earth after his kind, and cattle after their kind, and <b>every thing</b> <b>that</b> creepeth upon the earth after his kind: and God saw that <b>it was</b> good.
1	1	27	And <b>I</b>, God, said <b>unto mine Only Begotten, which was with me from the beginning</b>, Let us make man in our image, after our likeness; <b>and it was so.</b> 1:28 And<b> I, God, said, </b>Let them have dominion over the <b>fishes</b> of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.	1	26	And God said, Let us make man in our image, after our likeness: and let them have dominion over the <b>fish</b> of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.
1	1	29	And <b>I</b>, God, created man in <b>mine</b> own image, in the image of <b>mine Only Begotten created I</b> him; male and female created <b>I </b>them.	1	27	So God created man in <b>his</b> own image, in the image of <b>God</b> <b>created he</b> him; male and female created <b>he</b> them.
1	1	30	And <b>I</b>, God, blessed them and said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it; and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.	1	28	And God blessed them, and <b>God</b> said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.
1	1	31	And <b>I,</b> God, said <b>unto man</b>, Behold, I have given you every herb, bearing seed, which is upon the face of all the earth, and every tree in the which <b>shall be</b> the fruit of a tree, yielding seed; to you it shall be for meat.	1	29	And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which <b>is</b> the fruit of a tree yielding seed; to you it shall be for meat.
1	1	32	And to every beast of the earth, and to every fowl of the air, and to <b>everything</b> that creepeth upon the earth, wherein I <b>grant</b> life, there <b>shall be </b>given every <b>clean</b> herb for meat; and it was so, <b>even as</b> I <b>spake</b>.	1	30	And to every beast of the earth, and to every fowl of the air, and to <b>every thing</b> that creepeth upon the earth, wherein there <b>is </b>life, I <b>have</b> given every <b>green</b> herb for meat: and it was so.
1	1	33	And <b>I,</b> God, saw <b>everything</b> that <b>I</b> had made; and behold, <b>all things which I had made were</b> very good. And the evening and the morning were the sixth day.	1	31	And God saw <b>every thing</b> that <b>he</b> had made, and, behold, <b>it was</b> very good. And the evening and the morning were the sixth day.
1	2	1	Thus the <b>heaven</b> and the earth were finished, and all the host of them.	2	1	Thus the <b>heavens</b> and the earth were finished, and all the host of them.
1	2	2	And on the seventh day, <b>I,</b> God, ended <b>my</b> work <b>and all things</b> which <b>I </b>had made; and <b>I</b> rested on the seventh day from all <b>my</b> work; <b>and all things </b>which <b>I </b>had made <b>were finished. And I, God, saw that they were good</b>.	2	2	And on the seventh day God ended <b>his</b> work which <b>he</b> had made; and <b>he</b> rested on the seventh day from all <b>his</b> work which <b>he</b> had made.
1	2	3	And <b>I</b>, God, blessed the seventh day and sanctified it because that in it <b>I</b> had rested from all <b>my</b> work, which <b>I,</b> God, <b>had</b> created and made.	2	3	And God blessed the seventh day, and sanctified it: because that in it <b>he</b> had rested from all <b>his</b> work which God created and made.
1	2	4	<b>And now, behold, I say unto you that</b> these are the generations of the <b>heaven</b> and of the earth when they were created in the day that <b>I</b>, the Lord God, made the <b>heaven</b> and the earth,	2	4	These are the generations of the <b>heavens</b> and of the earth when they were created, in the day that the LORD God made the earth and the <b>heavens</b>,
1	2	5	and every plant of the field before it was in the earth, and every herb of the field before it grew; 2:5 For <b>I</b>, the Lord God, <b>created all things of which I have spoken, spiritually, before they were naturally upon the face of the earth; for I, the Lord God,</b> had not caused it to rain upon <b>the face of </b>the earth. 2:6 <b>And I, the Lord God, had created all the children of men</b> and not <b>yet</b> a man to till the ground; <b>for in heaven created I them, and there was not yet flesh upon the earth, neither in the water, neither in the air;</b>	2	5	And every plant of the field before it was in the earth, and every herb of the field before it grew: for the LORD God had not caused it to rain upon the earth, and <b>there was</b> not a man to till the ground.
1	2	7	But <b>I, the Lord God, spake, and</b> there went up a mist from the earth and watered the whole face of the ground.	2	6	But there went up a mist from the earth, and watered the whole face of the ground.
1	2	8	And <b>I</b>, the Lord God, formed man <b>from</b> the dust of the ground and breathed into his nostrils the breath of life; and man became a living soul--<b>the first flesh upon the earth, the first man also.</b>	2	7	And the LORD God formed man <b>of</b> the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.
1	2	9	<b>Nevertheless, all things were before created; but spiritually were they created and made, according to my word</b>.	null	null	
1	2	10	And <b>I,</b> the Lord God, planted a garden eastward in Eden; and there <b>I </b>put the man whom <b>I </b>had formed.	2	8	And the LORD God planted a garden eastward in Eden; and there <b>he</b> put the man whom <b>he</b> had formed.
1	2	11	And out of the ground, made <b>I</b>, the Lord God, to grow every tree, <b>naturally</b>, that is pleasant to the sight <b>of man; </b>and<b> man could behold it, and it became also a living soul; for it was spiritual in the day that I created it; for it remaineth in the sphere in which I, God, created it, yea, even all things which I prepared for the use of man; and man saw that it was</b> good for food. 2:12 <b>And I, the Lord God, planted</b> the tree of life also in the midst of the garden, and <b>also</b> the tree of knowledge of good and evil.	2	9	And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil.
1	2	13	And <b>I, the Lord God, caused</b> a river <b>to go</b> out of Eden to water the garden; and from thence it was parted and became into four heads.	2	10	And a river <b>went</b> out of Eden to water the garden; and from thence it was parted, and became into four heads.
1	2	14	<b>And I, the Lord God, called</b> the name of the first Pison, <b>and</b> it compasseth the whole land of Havilah, where <b>I, the Lord, created much</b> gold;	2	11	The name of the first <b>is</b> Pison: <b>that is</b> it <b>which</b> compasseth the whole land of Havilah, where <b>there is</b> gold;
1	null	null	and the gold of that land <b>was</b> good, <b>and</b> there <b>was</b> bdellium and the onyx stone.	2	12	And the gold of that land <b>is</b> good: there <b>is</b> bdellium and the onyx stone.
1	2	15	And the name of the second river <b>was called</b> Gihon, the same that compasseth the whole land of Ethiopia.	2	13	And the name of the second river <b>is</b> Gihon: the same <b>is it</b> that compasseth the whole land of Ethiopia.
1	2	16	And the name of the third river <b>was</b> Hiddekel, that which goeth toward the east of Assyria. 2:17 And the fourth river <b>was</b> Euphrates.	2	14	And the name of the third river <b>is</b> Hiddekel: that <b>is it</b> which goeth toward the east of Assyria. And the fourth river <b>is</b> Euphrates.
1	2	18	And <b>I</b>, the Lord God, took the man and put him into the garden of Eden, to dress it and to keep it.	2	15	And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it.
1	2	19	And <b>I</b>, the Lord God, commanded the man, saying, Of every tree of the garden thou mayest freely eat;	2	16	And the LORD God commanded the man, saying, Of every tree of the garden thou mayest freely eat:
1	2	20	But of the tree of the knowledge of good and evil, thou shalt not eat of it; 2:21 <b>Nevertheless, thou mayest choose for thyself, for it is given unto thee; but remember that I forbid it; </b> 2:22 For in the day thou eatest thereof thou shalt surely die.	2	17	But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day <b>that</b> thou eatest thereof thou shalt surely die.
1	2	23	And <b>I</b>, the Lord God, said <b>unto mine Only Begotten, that</b> it <b>was</b> not good that the man should be alone; 2:24 <b>Wherefore</b>, I will make a help meet for him.	2	18	And the LORD God said, It <b>is</b> not good that the man should be alone; I will make <b>him</b> a help meet for him.
1	2	25	And out of the ground, <b>I</b>, the Lord God, formed every beast of the field and every fowl of the air and <b>commanded that they should come</b> unto Adam to see what he would call them. 2:26 And <b>they were also living souls; for I, God, breathed into them the breath of life and commanded that</b> whatsoever Adam called every living creature, that <b>should be</b> the name thereof.	2	19	And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and <b>brought them</b> unto Adam to see what he would call them: and whatsoever Adam called every living creature, that <b>was</b> the name thereof.
1	2	27	And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but <b>as</b> for Adam, there was not found a help meet for him.	2	20	And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found a help meet for him.
1	2	28	And <b>I,</b> the Lord God, caused a deep sleep to fall upon Adam, and he slept; and <b>I</b> took one of his ribs and closed up the flesh <b>in the stead</b> thereof;	2	21	And the LORD God caused a deep sleep to fall upon Adam, and he slept: and <b>he</b> took one of his ribs, and closed up the flesh <b>instead</b> thereof;
1	null	null	and the rib, which <b>I</b>, the Lord God, had taken from man, made <b>I</b> a woman and brought her unto the man.	2	22	And the rib, which the LORD God had taken from man, made <b>he</b> a woman, and brought her unto the man.
1	2	29	And Adam said, This <b>I know</b> now is bone of my bones and flesh of my flesh. She shall be called woman because she was taken out of man.	2	23	And Adam said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man.
1	2	30	Therefore shall a man leave his father and his mother and shall cleave unto his wife; and they shall be one flesh.	2	24	Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.
1	2	31	And they were both naked, the man and his wife, and were not ashamed.	2	25	And they were both naked, the man and his wife, and were not ashamed.
1	3	1	<b>And I, the Lord God, spake unto Moses, saying, That Satan, whom thou hast commanded in the name of mine Only Begotten, is the same which was from the beginning</b>;	null	null	
1	3	2	<b>And he came before me, saying, Behold I; send me. I will be thy Son, and I will redeem all mankind, that one soul shall not be lost; and surely I will do it. Wherefore, give me thine honor.</b>	null	null	
1	3	3	<b>But behold, my beloved Son, which was my beloved and chosen from the beginning, said unto me, Father, thy will be done, and the glory be thine forever</b>.	null	null	
1	3	4	<b>Wherefore, because that Satan rebelled against me and sought to destroy the agency of man, which I, the Lord God, had given him, and also that I should give unto him mine own power, by the power of mine Only Begotten I caused that he should be cast down; and he became Satan,</b>	null	null	
1	3	5	<b>Yea, even the devil, the father of all lies, to deceive, and to blind men, and to lead them captive at his will, even as many as would not hearken unto my voice.</b>	null	null	
1	3	6	<b>And</b> now, the serpent was more <b>subtle</b> than any beast of the field which <b>I</b>, the Lord God, had made. 3:7 <b>And Satan put it into the heart of the serpent--for he had drawn away many after him, and he sought also to beguile Eve--for he knew not the mind of God; wherefore, he sought to destroy the world. </b> 3:8 And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden. <b>And he spake by the mouth of the serpent.</b>	3	1	Now the serpent was more <b>subtile</b> than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?
1	3	9	And the woman said unto the serpent, We may eat of the fruit of the trees of the garden;	3	2	And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:
1	null	null	but of the fruit of the tree which <b>thou beholdest</b> in the midst of the garden, God hath said, Ye shall not eat of it; neither shall ye touch it, lest ye die.	3	3	But of the fruit of the tree which <b>is</b> in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die.
1	3	10	And the serpent said unto the woman, Ye shall not surely die;	3	4	And the serpent said unto the woman, Ye shall not surely die:
1	null	null	for God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.	3	5	For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.
1	3	11	And when the woman saw that the tree was good for food, and that it <b>became</b> pleasant to the eyes, and a tree to be desired to make <b>her</b> wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.	3	6	And when the woman saw that the tree was good for food, and that it <b>was</b> pleasant to the eyes, and a tree to be desired to make <b>one</b> wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.
1	3	12	And the eyes of them both were opened, and they knew that they <b>had been</b> naked; and they sewed fig leaves together and made themselves aprons.	3	7	And the eyes of them both were opened, and they knew that they <b>were</b> naked; and they sewed fig leaves together, and made themselves aprons.
1	3	13	And they heard the voice of the Lord God <b>as they were</b> walking in the garden in the cool of the day. 3:14 And Adam and his wife <b>went to hide</b> themselves from the presence of the Lord God amongst the trees of the garden.	3	8	And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife <b>hid</b> themselves from the presence of the LORD God amongst the trees of the garden.
1	3	15	And <b>I</b>, the Lord God, called unto Adam and said unto him, Where <b>goest</b> thou?	3	9	And the LORD God called unto Adam, and said unto him, Where <b>art</b> thou?
1	null	null	And he said, I heard thy voice in the garden, and I was afraid because <b>I beheld that</b> I was naked; and I hid myself.	3	10	And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself.
1	3	16	And <b>I, the Lord God,</b> said <b>unto Adam</b>, Who told thee that thou wast naked? Hast thou eaten of the tree whereof I commanded thee that thou shouldest not eat; <b>if so, thou shouldest surely die?</b>	3	11	And <b>he</b> said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?
1	3	17	And the man said, The woman whom thou gavest me, <b>and commanded that she should remain with me</b>, she gave me of the <b>fruit of the </b>tree; and I did eat.	3	12	And the man said, The woman whom thou gavest <b>to be with</b> me, she gave me of the tree, and I did eat.
1	3	18	And <b>I</b>, the Lord God, said unto the woman, What is this <b>thing which</b> thou hast done? 3:19 And the woman said, The serpent beguiled me, and I did eat.	3	13	And the LORD God said unto the woman, What is this <b>that</b> thou hast done? And the woman said, The serpent beguiled me, and I did eat.
1	3	20	And <b>I</b>, the Lord God, said unto the serpent, Because thou hast done this, thou <b>shalt be</b> cursed above all cattle and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life;	3	14	And the LORD God said unto the serpent, Because thou hast done this, thou <b>art</b> cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:
1	3	21	And I will put enmity between thee and the woman, between thy seed and her seed; <b>and he</b> shall bruise thy head, and thou shalt bruise his heel.	3	15	And I will put enmity between thee and the woman, <b>and</b> between thy seed and her seed; <b>it</b> shall bruise thy head, and thou shalt bruise his heel.
1	3	22	Unto the woman, <b>I, the Lord God,</b> said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.	3	16	Unto the woman <b>he</b> said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.
1	3	23	And unto Adam, <b>I, the Lord God</b>, said, Because thou hast hearkened unto the voice of thy wife and hast eaten of the <b>fruit of the </b>tree of which I commanded thee, saying, Thou shalt not eat of it, cursed <b>shall be</b> the ground for thy sake. In sorrow shalt thou eat of it all the days of thy life.	3	17	And unto Adam <b>he</b> said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed <b>is</b> the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;
1	3	24	Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;	3	18	Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;
1	3	25	<b>By</b> the sweat of thy face shalt thou eat bread <b>until</b> thou <b>shalt</b> return unto the ground, <b>for thou shalt surely die</b>; for out of it wast thou taken; for dust thou <b>wast</b>, and unto dust shalt thou return.	3	19	<b>In</b> the sweat of thy face shalt thou eat bread, <b>till</b> thou return unto the ground; for out of it wast thou taken: for dust thou <b>art</b>, and unto dust shalt thou return.
1	3	26	And Adam called his wife's name Eve because she was the mother of all living; <b>for thus have I, the Lord God, called the first of all women, which are many.</b>	3	20	And Adam called his wife's name Eve; because she was the mother of all living.
1	3	27	Unto Adam and also <b>unto</b> his wife did <b>I</b>, the Lord God, make coats of skins and clothed them.	3	21	Unto Adam also and <b>to</b> his wife did the LORD God make coats of skins, and clothed them.
1	3	28	And <b>I,</b> the Lord God, said <b>unto mine Only Begotten</b>, Behold, the man is become as one of us, to know good and evil; and now, lest he put forth his hand, and <b>partake</b> also of the tree of life, and eat, and live <b>forever</b>,	3	22	And the LORD God said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and <b>take</b> also of the tree of life, and eat, and live <b>for ever</b>:
1	3	29	Therefore, <b>I</b>, the Lord God, <b>will send</b> him forth from the garden of Eden to till the ground from whence he was taken.	3	23	Therefore the LORD God <b>sent</b> him forth from the garden of Eden, to till the ground from whence he was taken.
1	3	30	<b>For as I, the Lord God, liveth, even so my words cannot return void, for as they go forth out of my mouth, they must be fulfilled</b>.	null	null	
1	3	31	So <b>I</b> drove out the man, and <b>I </b>placed at the east of the garden of Eden, cherubim and a flaming sword, which turned every way to keep the way of the tree of life.	3	24	So <b>he</b> drove out the man; and <b>he</b> placed at the east of the garden of Eden Cherubim, and a flaming sword which turned every way, to keep the way of the tree of life.
1	3	32	<b>(And these are the words which I spake unto my servant Moses. And they are true, even as I will.</b>	null	null	
1	3	33	<b>And I have spoken them unto you. See thou show them unto no man until I command you, except they that believe.) Amen.</b>	null	null	
1	4	1	<b>And it came to pass that after I, the Lord God, had driven them out, that Adam began to till the earth, and to have dominion over all the beasts of the field, and to eat his bread by the sweat of his brow, as I, the Lord, had commanded him; and Eve also, his wife, did labor with him.</b>	null	null	
1	4	2	<b>And Adam knew his wife, and she bare unto him sons and daughters; and they began to multiply and to replenish the earth</b>.	null	null	
1	4	3	<b>And from that time forth, the sons and daughters of Adam began to divide, two and two, in the land, and to till the land, and to tend flocks; and they also begat sons and daughters</b>.	null	null	
1	4	4	<b>And Adam called upon the name of the Lord, and Eve also, his wife; and they heard the voice of the Lord, from the way towards the garden of Eden, speaking unto them; and they saw him not, for they were shut out from his presence.</b>	null	null	
1	4	5	<b>And he gave unto them commandments that they should worship the Lord, their God, and should offer the firstlings of their flocks for an offering unto the Lord.</b>	null	null	
1	4	6	<b>And Adam was obedient unto the commandments of the Lord. And after many days, an angel of the Lord appeared unto Adam, saying, Why dost thou offer sacrifices unto the Lord? And Adam said unto him, I know not, save the Lord commanded me</b>.	null	null	
1	4	7	<b>And then the angel spake, saying, This thing is a similitude of the sacrifice of the Only Begotten of the Father, which is full of grace and truth;</b>	null	null	
1	4	8	<b>Wherefore, thou shalt do all that thou doest in the name of the Son. And thou shalt repent and call upon God in the name of the Son forevermore</b>.	null	null	
1	4	9	<b>And in that day, the Holy Ghost fell upon Adam, which beareth record of the Father and the Son, saying, I am the Only Begotten of the Father from the beginning, henceforth and forever; that, as thou hast fallen, thou mayest be redeemed, and all mankind, even as many as will</b>.	null	null	
1	4	10	<b>And in that day, Adam blessed God, and was filled, and began to prophesy concerning all the families of the earth, saying, Blessed be the name of God; for because of my transgression, my eyes are opened; and in this life I shall have joy, and again, in the flesh I shall see God</b>.	null	null	
1	4	11	<b>And Eve, his wife, heard all these things and was glad, saying, Were it not for our transgression, we never should have had seed and never should have known good and evil, and the joy of our redemption, and the eternal life which God giveth unto all the obedient</b>.	null	null	
1	4	12	<b>And Adam and Eve blessed the name of God; and they made all things known unto their sons and their daughters</b>.	null	null	
1	4	13	<b>And Satan came among them, saying, I am also a son of God. And he commanded them, saying, Believe it not. And they believed it not; and they loved Satan more than God. And men began from that time forth to be carnal, sensual, and devilish</b>.	null	null	
1	5	1	<b>And the Lord God called upon men, by the Holy Ghost, everywhere, and commanded them that they should repent.</b>	null	null	
1	5	2	<b>And as many as believed in the Son and repented of their sins should be saved. And as many as believed not and repented not should be damned. And the words went forth out of the mouth of God in a firm decree; wherefore, they must be fulfilled.</b>	null	null	
1	5	3	<b>And Adam ceased not to call upon God--and Eve also, his wife.</b>	null	null	
1	5	4	And Adam knew Eve, his wife; and she conceived, and bare Cain, and said, I have gotten a man from the Lord; <b>wherefore, he may not reject his words. But, behold, also, Cain hearkened not, saying, Who is the Lord, that I should know him?</b>	4	1	And Adam knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man from the LORD.
1	5	5	And she again <b>conceived and</b> bare his brother Abel. <b>And Abel hearkened unto the voice of the Lord</b>. And Abel was a keeper of sheep, but Cain was a tiller of the ground.	4	2	And she again bare his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.
1	5	6	<b>And Cain loved Satan more than God. And Satan commanded him, saying, Make an offering unto the Lord</b>. And in process of time, it came to pass that Cain brought of the fruit of the ground an offering unto the Lord.	4	3	And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD.
1	5	7	And Abel, he also brought, of the firstlings of his flock and of the fat thereof; and the Lord had respect unto Abel and to his offering;	4	4	And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering:
1	5	8	but unto Cain and to his offering he had not respect. 5:8 <b>Now Satan knew this, and it pleased him</b>. And Cain was very wroth, and his countenance fell.	4	5	But unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.
1	5	9	And the Lord said unto Cain, Why art thou wroth? Why is thy countenance fallen?	4	6	And the LORD said unto Cain, Why art thou wroth? <b>and</b> why is thy countenance fallen?
1	5	10	If thou doest well, thou shalt be accepted; and if thou doest not well, sin lieth at the door; and <b>Satan desireth to have thee; and except thou shalt hearken unto my commandments, I will deliver thee up, and it shall be </b>unto thee <b>according to</b> his desire; and thou shalt rule over him, <b>for from this time forth thou shalt be the father of his lies</b>. 5:10 <b>Thou shalt be called Perdition, for thou wast also before the world; and it shall be said in time to come that these abominations were had from Cain, for he rejected the greater counsel which was had from God; and this is a cursing which I will put upon thee, except thou repent.</b>	4	7	If thou doest well, shalt thou <b>not</b> be accepted? and if thou doest not well, sin lieth at the door. And unto thee <b>shall be</b> his desire, and thou shalt rule over him.
1	5	11	<b>And Cain was wroth and listened not any more to the voice of the Lord, neither to Abel his brother, who walked in holiness before the Lord.</b>	null	null	
1	5	12	<b>And Adam also and his wife mourned before the Lord because of Cain and his brethren</b>.	null	null	
1	5	13	<b>And it came to pass that Cain took one of his brother's daughters to wife, and they loved Satan more than God</b>.	null	null	
1	5	14	<b>And Satan said unto Cain, Swear unto me by thy throat; and if thou tell it, thou shalt die; and swear thy brethren by their heads and by the living God, that they tell it not; for if they tell it, they shall surely die; and this that thy father may not know it; and this day I will deliver thy brother Abel into thine hands</b>.	null	null	
